longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,median_house_value
-117.49,33.98,17.0,2727.0,462.0,1691.0,448.0,4.8371,6.087053571428571,3.7745535714285716,0.1694169416941694,0,1,0,0,0,160600.0
-121.77,36.96,20.0,4228.0,816.0,2389.0,844.0,3.525,5.009478672985782,2.830568720379147,0.19299905392620625,1,0,0,0,0,229100.0
-118.12,34.03,20.0,2595.0,428.0,1751.0,479.0,5.6112,5.417536534446764,3.6555323590814197,0.16493256262042388,1,0,0,0,0,308000.0
-121.9,37.36,47.0,1007.0,245.0,581.0,240.0,2.9545,4.195833333333334,2.4208333333333334,0.24329692154915591,1,0,0,0,0,237500.0
-121.91,37.34,35.0,2189.0,607.0,1193.0,562.0,2.8042,3.895017793594306,2.122775800711744,0.27729556875285516,1,0,0,0,0,240900.0
-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,5.018112488083889,3.124880838894185,0.20212765957446807,0,1,0,0,0,82800.0
-117.03,34.91,27.0,2718.0,583.0,1472.0,509.0,2.825,5.339882121807466,2.8919449901768175,0.21449595290654894,0,1,0,0,0,76600.0
-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,3.543923381770145,2.381439894319683,0.3107818469853695,1,0,0,0,0,192700.0
-122.1,37.66,37.0,901.0,191.0,599.0,206.0,3.7303,4.37378640776699,2.907766990291262,0.21198668146503885,0,0,0,1,0,149700.0
-121.9,38.02,5.0,1560.0,369.0,1037.0,372.0,3.6154,4.193548387096774,2.7876344086021505,0.23653846153846153,0,1,0,0,0,181800.0
-119.57,34.38,22.0,2512.0,426.0,919.0,341.0,5.7589999999999995,7.366568914956011,2.695014662756598,0.1695859872611465,1,0,0,0,0,425000.0
-119.08,35.36,12.0,6442.0,1116.0,2966.0,1092.0,4.5791,5.8992673992674,2.7161172161172162,0.17323812480596087,0,1,0,0,0,123400.0
-120.69,35.62,43.0,3044.0,652.0,1456.0,608.0,2.4567,5.006578947368421,2.3947368421052633,0.21419185282522996,1,0,0,0,0,140000.0
-117.84,33.84,23.0,4388.0,864.0,2526.0,846.0,4.5217,5.1867612293144205,2.9858156028368796,0.19690063810391978,1,0,0,0,0,219400.0
-118.07,33.9,42.0,1007.0,224.0,776.0,228.0,3.8672,4.416666666666667,3.4035087719298245,0.2224428997020854,1,0,0,0,0,162700.0
-117.99,33.93,33.0,2299.0,431.0,1049.0,447.0,3.6458,5.143176733780761,2.3467561521252795,0.18747281426707263,1,0,0,0,0,208100.0
-117.99,33.67,17.0,1692.0,427.0,903.0,423.0,3.5859,4.0,2.1347517730496453,0.25236406619385343,1,0,0,0,0,262500.0
-120.76,38.65,17.0,2319.0,430.0,1126.0,372.0,3.5511,6.233870967741935,3.0268817204301075,0.18542475204829667,0,1,0,0,0,155900.0
-119.23,34.46,34.0,9280.0,1765.0,4514.0,1693.0,3.2026,5.481393975191967,2.666272888363851,0.19019396551724138,1,0,0,0,0,227600.0
-122.1,37.66,35.0,686.0,142.0,480.0,149.0,3.875,4.604026845637584,3.221476510067114,0.20699708454810495,0,0,0,1,0,162100.0
-118.17,34.03,43.0,1636.0,506.0,1855.0,502.0,2.2902,3.258964143426295,3.695219123505976,0.3092909535452323,1,0,0,0,0,152400.0
-119.29,36.33,19.0,792.0,232.0,641.0,222.0,0.7445,3.5675675675675675,2.8873873873873874,0.29292929292929293,0,1,0,0,0,112500.0
-122.5,37.74,42.0,1667.0,395.0,1041.0,387.0,3.9583,4.30749354005168,2.689922480620155,0.23695260947810437,0,0,0,0,1,273700.0
-117.69,33.47,13.0,2020.0,378.0,679.0,290.0,5.756,6.9655172413793105,2.3413793103448275,0.18712871287128713,1,0,0,0,0,305600.0
-118.48,34.01,30.0,3078.0,954.0,1561.0,901.0,3.4852,3.416204217536071,1.732519422863485,0.30994152046783624,1,0,0,0,0,425000.0
-121.64,36.67,28.0,256.0,66.0,214.0,60.0,3.0197,4.266666666666667,3.566666666666667,0.2578125,1,0,0,0,0,137500.0
-117.91,33.63,32.0,1901.0,400.0,946.0,418.0,2.7264,4.547846889952153,2.263157894736842,0.21041557075223566,1,0,0,0,0,311100.0
-119.05,34.24,24.0,4341.0,646.0,1929.0,703.0,5.4298,6.174964438122333,2.743954480796586,0.14881363741073486,1,0,0,0,0,279600.0
-119.02,35.36,48.0,1833.0,396.0,947.0,363.0,2.2827,5.049586776859504,2.608815426997245,0.2160392798690671,0,1,0,0,0,70000.0
-121.98,38.32,45.0,19.0,5.0,7460.0,6.0,10.2264,3.1666666666666665,1243.3333333333333,0.2631578947368421,0,1,0,0,0,137500.0
-121.76,38.57,11.0,15018.0,3008.0,7984.0,2962.0,3.1371,5.070222822417286,2.695476029709656,0.20029298175522706,0,1,0,0,0,201800.0
-122.03,37.31,25.0,2131.0,410.0,1132.0,395.0,5.3508,5.39493670886076,2.8658227848101268,0.19239793524167056,1,0,0,0,0,409100.0
-122.54,37.74,42.0,2006.0,415.0,1230.0,435.0,4.1786,4.611494252873563,2.8275862068965516,0.20687936191425724,0,0,0,0,1,271100.0
-124.14,40.58,25.0,1899.0,357.0,891.0,355.0,2.6987,5.349295774647888,2.5098591549295777,0.18799368088467613,1,0,0,0,0,92500.0
-121.99,37.39,25.0,3495.0,834.0,2484.0,797.0,4.8145,4.385194479297365,3.1166875784190715,0.23862660944206007,1,0,0,0,0,230700.0
-122.0,37.4,17.0,5121.0,1017.0,1470.0,968.0,2.9706,5.2902892561983474,1.5185950413223142,0.19859402460456943,1,0,0,0,0,81300.0
-115.57,32.85,17.0,1039.0,256.0,728.0,246.0,1.7411,4.223577235772358,2.959349593495935,0.24639076034648702,0,1,0,0,0,63500.0
-118.11,33.83,37.0,1249.0,202.0,517.0,189.0,4.4196,6.608465608465608,2.7354497354497354,0.16172938350680544,1,0,0,0,0,223100.0
-117.53,33.97,29.0,1430.0,273.0,872.0,283.0,4.0833,5.053003533568905,3.081272084805654,0.19090909090909092,0,1,0,0,0,141000.0
-117.4,33.97,41.0,1707.0,276.0,660.0,269.0,3.8618,6.345724907063197,2.453531598513011,0.1616871704745167,0,1,0,0,0,134800.0
-117.22,34.48,7.0,2449.0,447.0,1217.0,408.0,3.6646,6.002450980392157,2.982843137254902,0.18252347897100857,0,1,0,0,0,109900.0
-118.23,34.23,34.0,2377.0,362.0,1055.0,362.0,6.0,6.566298342541437,2.914364640883978,0.15229280605805637,1,0,0,0,0,367100.0
-119.23,35.79,31.0,2862.0,606.0,2467.0,600.0,2.3125,4.77,4.111666666666666,0.21174004192872117,0,1,0,0,0,62100.0
-121.29,38.01,10.0,69.0,16.0,50.0,20.0,3.75,3.45,2.5,0.2318840579710145,0,1,0,0,0,120800.0
-117.81,33.68,8.0,1964.0,413.0,913.0,406.0,5.1583,4.83743842364532,2.248768472906404,0.21028513238289206,1,0,0,0,0,192200.0
-122.87,38.48,27.0,3894.0,776.0,1832.0,715.0,3.5085,5.446153846153846,2.5622377622377623,0.1992809450436569,1,0,0,0,0,187800.0
-117.01,32.85,23.0,2592.0,414.0,1401.0,431.0,5.4903,6.013921113689095,3.2505800464037122,0.1597222222222222,1,0,0,0,0,151400.0
-117.93,33.76,21.0,2884.0,662.0,2613.0,645.0,4.05,4.471317829457364,4.051162790697674,0.22954230235783635,1,0,0,0,0,177900.0
-119.68,37.35,13.0,2307.0,386.0,925.0,347.0,3.1326,6.648414985590778,2.6657060518731988,0.16731686172518423,0,1,0,0,0,119800.0
-118.38,33.87,33.0,1993.0,371.0,918.0,361.0,6.9021,5.520775623268698,2.542936288088643,0.18615153035624687,1,0,0,0,0,337600.0
-118.54,34.26,22.0,5303.0,838.0,2372.0,807.0,5.6912,6.571251548946716,2.939281288723668,0.1580237601357722,1,0,0,0,0,311800.0
-117.83,33.82,26.0,3259.0,456.0,1354.0,459.0,5.7817,7.1002178649237475,2.9498910675381262,0.13992022092666462,1,0,0,0,0,267600.0
-121.23,38.12,22.0,393.0,58.0,134.0,57.0,3.95,6.894736842105263,2.3508771929824563,0.1475826972010178,0,1,0,0,0,178100.0
-117.23,34.11,33.0,2170.0,500.0,1425.0,472.0,2.0133,4.5974576271186445,3.0190677966101696,0.2304147465437788,0,1,0,0,0,78300.0
-118.52,34.46,5.0,15341.0,2527.0,7270.0,2320.0,6.1281,6.6125,3.1336206896551726,0.1647219868326706,1,0,0,0,0,236200.0
-117.03,32.79,17.0,7352.0,1699.0,3331.0,1634.0,2.7006,4.499388004895961,2.0385556915544676,0.2310935799782372,1,0,0,0,0,166300.0
-116.53,33.88,5.0,4423.0,763.0,1906.0,667.0,4.6855,6.631184407796102,2.8575712143928036,0.17250734795387745,0,1,0,0,0,125200.0
-124.13,40.62,43.0,2131.0,399.0,910.0,389.0,2.5804,5.4781491002570695,2.339331619537275,0.18723603941811356,0,0,0,0,1,92100.0
-119.57,36.72,11.0,2510.0,460.0,1248.0,445.0,3.6161,5.640449438202247,2.804494382022472,0.18326693227091634,0,1,0,0,0,99500.0
-118.13,34.44,10.0,2726.0,465.0,1773.0,459.0,4.8295,5.938997821350762,3.8627450980392157,0.17057960381511372,0,1,0,0,0,319100.0
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,7.1063829787234045,2.0851063829787235,0.16167664670658682,0,0,0,1,0,335000.0
-117.61,34.04,8.0,4116.0,766.0,1785.0,745.0,3.1672,5.524832214765101,2.3959731543624163,0.1861030126336249,0,1,0,0,0,150200.0
-117.32,34.11,41.0,1229.0,302.0,994.0,270.0,1.4891,4.551851851851852,3.6814814814814816,0.24572823433685922,0,1,0,0,0,67300.0
-119.85,36.77,9.0,1142.0,314.0,620.0,283.0,2.0446,4.035335689045937,2.1908127208480566,0.27495621716287216,0,1,0,0,0,81300.0
-117.89,33.72,25.0,4343.0,847.0,3872.0,850.0,4.65,5.109411764705882,4.555294117647059,0.19502647939212525,1,0,0,0,0,197800.0
-118.03,33.83,25.0,3030.0,532.0,1668.0,509.0,4.625,5.952848722986247,3.2770137524557956,0.17557755775577558,1,0,0,0,0,229600.0
-120.61,35.12,31.0,1486.0,345.0,823.0,322.0,2.6974,4.614906832298137,2.5559006211180124,0.23216689098250337,1,0,0,0,0,165400.0
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,4.9390581717451525,2.350415512465374,0.2145260796410544,0,0,0,0,1,178600.0
-124.01,40.89,28.0,1470.0,336.0,811.0,314.0,2.4559,4.681528662420382,2.582802547770701,0.22857142857142856,1,0,0,0,0,75600.0
-117.95,33.82,35.0,1117.0,181.0,496.0,168.0,4.3269,6.648809523809524,2.9523809523809526,0.162041181736795,1,0,0,0,0,224700.0
-117.09,32.64,24.0,3613.0,973.0,2002.0,931.0,1.9469999999999998,3.8807733619763694,2.1503759398496243,0.2693052864655411,0,0,0,0,1,147500.0
-120.49,37.32,13.0,3474.0,927.0,2149.0,821.0,1.9528,4.23142509135201,2.617539585870889,0.266839378238342,0,1,0,0,0,85300.0
-120.94,37.65,13.0,5075.0,978.0,3033.0,838.0,3.0577,6.056085918854415,3.619331742243437,0.19270935960591132,0,1,0,0,0,119000.0
-121.89,37.99,4.0,2171.0,597.0,928.0,461.0,4.1016,4.709327548806941,2.013015184381779,0.2749884845693229,0,1,0,0,0,170500.0
-117.92,33.87,36.0,1125.0,285.0,966.0,257.0,2.8438,4.377431906614786,3.7587548638132295,0.25333333333333335,1,0,0,0,0,162500.0
-120.11,36.96,17.0,3344.0,570.0,1624.0,536.0,3.8952,6.2388059701492535,3.029850746268657,0.17045454545454544,0,1,0,0,0,95300.0
-117.23,33.77,5.0,2108.0,496.0,1666.0,461.0,2.0,4.572668112798264,3.613882863340564,0.23529411764705882,0,1,0,0,0,83000.0
-122.69,38.94,9.0,1245.0,234.0,517.0,187.0,3.125,6.657754010695188,2.764705882352941,0.18795180722891566,0,1,0,0,0,93400.0
-118.1,33.74,31.0,1310.0,342.0,563.0,310.0,4.6528,4.225806451612903,1.8161290322580645,0.26106870229007634,0,0,0,0,1,457100.0
-117.86,33.73,38.0,2284.0,511.0,2451.0,504.0,3.3125,4.531746031746032,4.863095238095238,0.22373029772329248,1,0,0,0,0,159100.0
-122.02,37.4,33.0,2015.0,484.0,1285.0,419.0,4.0655,4.809069212410501,3.0668257756563246,0.2401985111662531,1,0,0,0,0,226800.0
-118.09,33.89,27.0,3399.0,882.0,2465.0,811.0,3.0989999999999998,4.191122071516646,3.0394574599260173,0.2594880847308032,1,0,0,0,0,166600.0
-122.34,37.95,44.0,1675.0,317.0,806.0,311.0,3.0694,5.385852090032154,2.5916398713826365,0.18925373134328358,0,0,0,1,0,135300.0
-117.94,33.82,29.0,1422.0,409.0,1057.0,390.0,2.3347,3.646153846153846,2.7102564102564104,0.2876230661040788,1,0,0,0,0,208100.0
-118.35,34.0,30.0,1879.0,226.0,740.0,266.0,6.431,7.06390977443609,2.781954887218045,0.1202767429483768,1,0,0,0,0,492500.0
-120.43,34.87,26.0,1699.0,272.0,799.0,266.0,3.9871,6.387218045112782,3.0037593984962405,0.16009417304296644,1,0,0,0,0,157700.0
-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,5.802486187845304,2.302486187845304,0.18709830992620805,0,1,0,0,0,134100.0
-119.3,36.57,32.0,728.0,548.0039719244791,461.0,149.0,3.0156,4.885906040268456,3.0939597315436242,0.7527527086874712,0,1,0,0,0,109100.0
-121.48,38.51,24.0,979.0,201.0,723.0,205.0,2.5926,4.775609756097561,3.526829268292683,0.20531154239019409,0,1,0,0,0,72300.0
-121.84,37.37,15.0,3315.0,1042.0,2749.0,1059.0,2.3199,3.130311614730878,2.595845136921624,0.3143288084464555,1,0,0,0,0,140100.0
-118.33,33.72,25.0,6191.0,1081.0,2297.0,1023.0,6.4246,6.051808406647116,2.2453567937438903,0.17460830237441446,0,0,0,0,1,446700.0
-122.05,36.97,16.0,3363.0,611.0,1603.0,556.0,4.2542,6.048561151079137,2.883093525179856,0.1816830211121023,0,0,0,0,1,294100.0
-117.97,33.68,26.0,3653.0,568.0,1930.0,585.0,5.7301,6.2444444444444445,3.299145299145299,0.1554886394744046,1,0,0,0,0,260900.0
-123.08,38.38,28.0,3297.0,676.0,923.0,373.0,3.9167,8.839142091152816,2.474530831099196,0.20503488019411586,0,0,0,0,1,232600.0
-121.32,38.7,17.0,3214.0,551.0,1879.0,562.0,4.3643,5.7188612099644125,3.3434163701067616,0.171437461107654,0,1,0,0,0,124900.0
-115.37,32.82,14.0,1276.0,270.0,867.0,261.0,1.9375,4.888888888888889,3.32183908045977,0.2115987460815047,0,1,0,0,0,80900.0
-118.34,34.15,16.0,1586.0,377.0,625.0,344.0,4.0893,4.6104651162790695,1.816860465116279,0.23770491803278687,1,0,0,0,0,450000.0
-118.93,36.1,19.0,2988.0,681.0,1654.0,576.0,2.3792,5.1875,2.8715277777777777,0.22791164658634538,0,1,0,0,0,90000.0
-117.73,33.53,3.0,6388.0,920.0,2129.0,819.0,7.8915,7.7997557997558,2.5995115995115996,0.14402003757044457,1,0,0,0,0,420600.0
-120.99,37.8,32.0,2564.0,513.0,1198.0,459.0,2.9083,5.586056644880174,2.610021786492375,0.2000780031201248,0,1,0,0,0,113400.0
-121.94,37.56,15.0,5674.0,748.0,2412.0,714.0,8.3996,7.946778711484594,3.3781512605042017,0.13182939725061685,1,0,0,0,0,442900.0
-122.1,37.69,41.0,746.0,548.0039719244791,387.0,161.0,3.9063,4.633540372670807,2.4037267080745344,0.7345897746976932,0,0,0,1,0,178400.0
-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,5.974763406940063,2.668769716088328,0.16842661034846884,0,1,0,0,0,126400.0
-118.3,33.97,46.0,1425.0,317.0,1140.0,304.0,3.375,4.6875,3.75,0.22245614035087719,1,0,0,0,0,98500.0
-118.77,34.28,27.0,1416.0,251.0,1024.0,268.0,5.1074,5.2835820895522385,3.8208955223880596,0.1772598870056497,1,0,0,0,0,185200.0
-117.87,33.7,17.0,3216.0,607.0,1916.0,618.0,4.9153,5.203883495145631,3.100323624595469,0.18874378109452736,1,0,0,0,0,266400.0
-122.45,40.46,16.0,2734.0,501.0,1413.0,484.0,2.8085,5.648760330578512,2.919421487603306,0.18324798829553768,0,1,0,0,0,105700.0
-121.28,37.92,30.0,1061.0,230.0,851.0,195.0,2.4412,5.441025641025641,4.364102564102564,0.21677662582469368,0,1,0,0,0,61600.0
-122.29,38.4,28.0,2024.0,340.0,844.0,309.0,4.7833,6.550161812297735,2.7313915857605178,0.16798418972332016,0,1,0,0,0,361100.0
-117.83,33.77,26.0,4931.0,853.0,2249.0,818.0,4.275,6.028117359413203,2.749388753056235,0.17298722368687894,1,0,0,0,0,285400.0
-118.28,33.8,38.0,1471.0,329.0,1207.0,335.0,4.0,4.391044776119403,3.6029850746268655,0.22365737593473828,1,0,0,0,0,165500.0
-121.77,37.74,25.0,494.0,81.0,254.0,85.0,9.1531,5.811764705882353,2.988235294117647,0.16396761133603238,0,1,0,0,0,418800.0
-117.97,33.68,23.0,1722.0,316.0,865.0,309.0,4.6452,5.572815533980583,2.7993527508090614,0.1835075493612079,1,0,0,0,0,273800.0
-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784,4.866141732283465,2.926509186351706,0.20658036677454153,1,0,0,0,0,185200.0
-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,3.647840531561462,4.687707641196013,0.2887067395264117,1,0,0,0,0,146000.0
-117.53,34.06,18.0,5605.0,1303.0,4028.0,1145.0,2.9386,4.895196506550218,3.517903930131004,0.23247100802854595,0,1,0,0,0,116400.0
-117.95,33.79,34.0,2912.0,520.0,1625.0,501.0,4.4667,5.812375249500998,3.2435129740518964,0.17857142857142858,1,0,0,0,0,190600.0
-121.06,39.04,15.0,1999.0,287.0,585.0,246.0,5.5161,8.126016260162602,2.3780487804878048,0.14357178589294647,0,1,0,0,0,361900.0
-117.9,34.14,29.0,2240.0,457.0,1187.0,407.0,3.8365,5.503685503685504,2.9164619164619165,0.20401785714285714,1,0,0,0,0,184200.0
-120.92,35.4,23.0,2059.0,354.0,636.0,278.0,3.6908,7.406474820143885,2.287769784172662,0.17192812044681885,0,0,0,0,1,278800.0
-117.28,34.13,44.0,2469.0,568.0,1363.0,517.0,1.8396,4.775628626692456,2.6363636363636362,0.2300526528959093,0,1,0,0,0,77100.0
-118.16,34.01,36.0,931.0,246.0,732.0,235.0,1.7679,3.9617021276595743,3.1148936170212767,0.26423200859291085,1,0,0,0,0,142800.0
-120.43,34.89,28.0,2862.0,478.0,1384.0,463.0,4.6694,6.181425485961123,2.9892008639308854,0.16701607267645002,1,0,0,0,0,158200.0
-122.15,37.47,37.0,1844.0,382.0,1634.0,417.0,2.7993,4.422062350119904,3.918465227817746,0.20715835140997832,0,0,0,1,0,145500.0
-119.73,34.44,48.0,2114.0,390.0,973.0,367.0,4.8021,5.760217983651226,2.6512261580381473,0.18448438978240303,0,0,0,0,1,351100.0
-118.04,33.92,34.0,1995.0,417.0,1573.0,407.0,3.4907,4.901719901719901,3.864864864864865,0.20902255639097744,1,0,0,0,0,153500.0
-122.57,38.27,7.0,6508.0,1028.0,2902.0,1010.0,5.3707,6.443564356435644,2.873267326732673,0.15795943454210204,1,0,0,0,0,250500.0
-118.22,34.12,28.0,3306.0,1025.0,2670.0,942.0,3.0919,3.5095541401273884,2.8343949044585988,0.3100423472474289,1,0,0,0,0,185400.0
-117.25,34.11,32.0,2910.0,641.0,2011.0,614.0,2.7473,4.739413680781759,3.275244299674267,0.22027491408934707,0,1,0,0,0,70800.0
-121.37,38.59,36.0,2523.0,401.0,927.0,398.0,3.5179,6.339195979899498,2.329145728643216,0.15893777249306382,0,1,0,0,0,207800.0
-117.34,33.21,12.0,5963.0,1372.0,3015.0,1124.0,2.7386,5.305160142348755,2.6823843416370106,0.23008552741908436,0,0,0,0,1,216100.0
-117.67,34.12,15.0,3162.0,495.0,1145.0,473.0,5.3525,6.6849894291754755,2.4207188160676534,0.15654648956356737,0,1,0,0,0,191700.0
-118.37,34.16,25.0,2450.0,618.0,1054.0,578.0,3.6375,4.2387543252595155,1.8235294117647058,0.2522448979591837,1,0,0,0,0,262500.0
-121.91,37.68,18.0,3631.0,547.0,1700.0,520.0,5.817,6.982692307692307,3.269230769230769,0.15064720462682457,1,0,0,0,0,257300.0
-117.24,32.75,41.0,1989.0,514.0,1015.0,489.0,2.79,4.067484662576687,2.0756646216768915,0.2584213172448467,0,0,0,0,1,226000.0
-118.17,33.77,37.0,1127.0,327.0,492.0,331.0,2.675,3.404833836858006,1.486404833836858,0.290150842945874,0,0,0,0,1,241700.0
-117.23,33.19,22.0,2554.0,447.0,1147.0,422.0,3.6346,6.052132701421801,2.7180094786729856,0.1750195771339076,1,0,0,0,0,192500.0
-119.55,36.71,32.0,1963.0,508.0,2052.0,518.0,1.9076,3.7895752895752897,3.9613899613899615,0.2587875700458482,0,1,0,0,0,55800.0
-120.61,35.11,11.0,3733.0,831.0,1839.0,739.0,3.3062,5.051420838971583,2.4884979702300405,0.22260916153227966,1,0,0,0,0,158500.0
-117.24,32.74,44.0,1488.0,259.0,667.0,281.0,4.0862,5.295373665480427,2.373665480427046,0.17405913978494625,0,0,0,0,1,321800.0
-117.94,33.65,15.0,2016.0,443.0,1015.0,419.0,5.2732,4.81145584725537,2.4224343675417663,0.2197420634920635,1,0,0,0,0,209700.0
-117.44,34.09,12.0,3598.0,828.0,2588.0,781.0,2.375,4.606914212548015,3.313700384122919,0.2301278488048916,0,1,0,0,0,113800.0
-122.17,37.75,48.0,1751.0,390.0,935.0,349.0,1.4375,5.017191977077364,2.679083094555874,0.22272986864648772,0,0,0,1,0,90000.0
-121.36,38.58,25.0,3196.0,406.0,978.0,419.0,8.4699,7.627684964200477,2.3341288782816227,0.12703379224030037,0,1,0,0,0,344000.0
-117.27,34.42,9.0,5643.0,1005.0,3166.0,957.0,3.2077,5.896551724137931,3.3082549634273772,0.17809675704412548,0,1,0,0,0,93300.0
-122.19,37.45,18.0,1636.0,414.0,853.0,439.0,5.1032,3.726651480637813,1.9430523917995444,0.2530562347188264,0,0,0,0,1,464600.0
-121.61,37.03,5.0,6529.0,1010.0,3071.0,977.0,5.6754,6.682702149437052,3.143295803480041,0.1546944401899219,1,0,0,0,0,298500.0
-118.28,34.0,43.0,713.0,245.0,880.0,237.0,1.2065,3.0084388185654007,3.7130801687763713,0.3436185133239832,1,0,0,0,0,103600.0
-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,5.961136023916293,2.5687593423019432,0.17627883650952858,0,0,0,1,0,430300.0
-122.09,37.07,33.0,3581.0,734.0,1780.0,663.0,4.3429,5.4012066365007545,2.6847662141779787,0.20497067858140183,0,0,0,0,1,214300.0
-121.14,38.84,22.0,2750.0,433.0,1161.0,428.0,4.2143,6.425233644859813,2.7126168224299065,0.15745454545454546,0,1,0,0,0,236500.0
-118.6,34.09,43.0,2228.0,438.0,960.0,395.0,7.6091,5.640506329113924,2.430379746835443,0.19658886894075403,1,0,0,0,0,438500.0
-117.89,34.12,35.0,1447.0,272.0,1224.0,268.0,3.9934,5.399253731343284,4.567164179104478,0.18797512093987562,1,0,0,0,0,141900.0
-122.08,37.68,26.0,2607.0,682.0,1401.0,607.0,2.6563,4.29489291598023,2.3080724876441514,0.2616033755274262,0,0,0,1,0,184100.0
-118.39,33.87,34.0,2395.0,469.0,1087.0,438.0,5.9683,5.468036529680365,2.4817351598173514,0.19582463465553235,1,0,0,0,0,394600.0
-117.04,32.99,6.0,9518.0,1418.0,4413.0,1275.0,6.6012,7.465098039215686,3.461176470588235,0.14898087833578483,1,0,0,0,0,314900.0
-122.36,40.55,21.0,2500.0,466.0,1428.0,502.0,2.6513,4.9800796812749,2.8446215139442232,0.1864,0,1,0,0,0,113300.0
-122.47,37.51,15.0,4974.0,764.0,2222.0,774.0,6.7606,6.426356589147287,2.8708010335917313,0.15359871330920788,0,0,0,0,1,364300.0
-118.0,33.81,22.0,2642.0,640.0,1702.0,588.0,3.5268,4.493197278911564,2.8945578231292517,0.24224072672218017,1,0,0,0,0,174700.0
-118.24,34.01,30.0,405.0,86.0,376.0,68.0,1.7813,5.955882352941177,5.529411764705882,0.2123456790123457,1,0,0,0,0,127500.0
-118.07,33.8,34.0,3486.0,507.0,1311.0,503.0,7.1221,6.930417495029821,2.606361829025845,0.14543889845094665,1,0,0,0,0,384500.0
-121.2,37.97,39.0,440.0,83.0,270.0,97.0,6.0582,4.536082474226804,2.783505154639175,0.18863636363636363,0,1,0,0,0,157700.0
-119.39,36.54,34.0,1590.0,422.0,1272.0,407.0,1.8068,3.9066339066339064,3.1253071253071254,0.26540880503144654,0,1,0,0,0,59000.0
-122.47,37.99,22.0,7274.0,1002.0,2468.0,957.0,7.494,7.6008359456635315,2.57889237199582,0.1377508935936211,0,0,0,1,0,439200.0
-118.35,33.87,28.0,2319.0,579.0,1369.0,564.0,3.6169,4.111702127659575,2.4273049645390072,0.24967658473479948,1,0,0,0,0,257000.0
